paracetamol,Salcobrand,879,0.03,"Paracetamol (B) 500mg 16Com. Características del producto:  Composición: Comprimidos 80 mg: cada comprimido contiene: Para"
paracetamol,Salcobrand,990,0.03,"Kitadol 500 Mg. 24 Comprimidos Analgésico y Antipirético Adulto. Paracetamol 500 mg.  Indicaciones: Para el tratamiento sintomático de estados dolorosos y febriles, dolor de cabeza, de dientes, dolores mu"
paracetamol,Salcobrand,2023,0.06,"Ibuprofeno (B) 600mg 20Com. Para el tratamiento sintomático de estados dolorosos leves a moderados. Se indica su uso en casos de: - Tratamiento de los síntomas y sig..."
paracetamol,Salcobrand,1319,0.04,"Paracetamol 100mg/ml Gotas 15ml Analgesicos, antipireticos"
paracetamol,Salcobrand,10049,0.3,"Test de Antigenos Covid- 19  Descripción:  "
paracetamol,Salcobrand,1407,0.04,"Ibuprofeno (B) 400mg 20Com.Rec. Tratamiento sintomático de estados dolorosos leves a moderados y de la fiebre. Se emplea en condiciones dolorosas como dolores de espalda..."
paracetamol,Salcobrand,8359,0.25,"Xumadol 1g. 20 Comprimidos Composición: Cada comprimido contiene: Paracetamol 1 g. Excipientes: Almidón Pregelatinizado, Povidona K-30, Ácido Esteárico, c.s. Acción Terapéutica: Analgésico, antipirético. Indicaciones: Tratam"
paracetamol,Salcobrand,2991,0.09,"Tapsin Limonada Noche 6 Sobres Para el alivio de los síntomas de la gripe y del resfrio común."
paracetamol,Salcobrand,3079,0.09,"Kitadol Duo Ibuprofeno Paracetamol 10 comprimidos ¿Para qué es el medicamento?  Tratamiento sintomático de corto plazo de dolor agudo, leve a moderado y reducción de la fiebre."
paracetamol,Salcobrand,4927,0.15,"Trio Val Dn 20Com. Tratamiento sistematico de la gripe y el resfrio"
paracetamol,Salcobrand,2815,0.09,"Tapsin Limonada Dia 6 Sobres Para el alivio de los síntomas de la gripe y del resfrio común."
paracetamol,Salcobrand,4399,0.13,"Propóleo en Spray Descripción: Propóleo en spray que viene en un práctico envase ofrece un uso fácil y preciso, permitiendo repetir la aplicación varias veces. Agradable y refresca"
paracetamol,Salcobrand,527,0.02,"Tapsin Limonada Día 5 Grs. Registro ISP: F-10458/16 Composición: Cada sobre para preparar una taza de limónada en caliente contiene: Paracetamol 400 mg; Noscapina Clorhidrato 10 mg; Cafeína 33 mg; Vitamina C (como Ascorbato de"
paracetamol,Salcobrand,1143,0.03,"Ketorolaco 10mg 10Com.Rec. Tratamiento a corto plazo del dolor moderado a severo en post-operatorio y en traumatismos músculo-esqueléticos. MODO DE USO :  El médico debe indicar la posología y el tiempo de tratamiento apropiado"
paracetamol,Salcobrand,6590,0.2,"Kitadol 1 Gr. 18 Comprimidos Analgésico para dolores leves a moderados. Paracetamol 1 gramo.  Indicaciones: Para el tratamiento sintomático de estados dolorosos y febriles, dolores musculares, alivio de"
paracetamol,Salcobrand,3871,0.12,"Tapsin Dn 12/6Com. Tratamiento sistemático de la gripe y el resfrió."
paracetamol,Salcobrand,1407,0.04,"Paracetamol 125mg 6Sup. Composición: Comprimidos 80 mg: cada comprimido contiene: Paracetamol 80 mg. Comprimidos 500 mg: cada comprimido contiene: Paracetamol 500 mg. Supositorios: cada supositorio contiene: Parac"
paracetamol,Salcobrand,9999,0.3,"Test Rápido Antigeno Saliva Características del producto:  TEST RAPIDO  ANTIGENO SALIVA COVID 19 , TAN SOLO 15 MINUTOS.  Modo de uso"
paracetamol,Salcobrand,527,0.02,"Tapsin Limonada Noche 5 Grs. Registro ISP: F-4/12 Composición: Cada sobre para preparar una taza de limónada en caliente contiene: Paracetamol 400 mg; Noscapina Clorhidrato 10 mg; Cafeína 33 mg; Vitamina C"
paracetamol,Salcobrand,1319,0.04,"Loratadina 10 Mg. 30 Comprimidos Alivio sintomatico de la rinitis alergica estacional"
paracetamol,Salcobrand,4499,0.14,"Termómetro Digital MT3001  Termómetro digital clínico MT3001. Medición en 60 segundos,resultados claros y precisos, señal acústica, apagado automático, m"
paracetamol,Salcobrand,3999,0.12,"Vitamin C Descripción: La vitamina C de 1000 mg. en formato efervescente, con su acción antioxidante,  puede colaborar protegiendo a las células de nuestro organism"
paracetamol,Salcobrand,5399,0.16,"Fisiolimp Pediatrico 0.9% Solución Nasal 30ml Composición: Cada 100 ml de solución nasal contiene: Cloruro de Sodio 900 mg. (solución fisiológica nasal isotónica al 0.9%). Indicaciones: Fisiolimp está indicado en la higiene y lavado de las fosa"
paracetamol,Salcobrand,2199,0.07,"Paracetamol 80mg 16Com.Mast. Composición: Comprimidos 80 mg: cada comprimido contiene: Paracetamol 80 mg. Comprimidos 500 mg: cada comprimido contiene: Paracetamol 500 mg. Supositorios: cada supositorio contiene: Paracetamol 125"
paracetamol,Salcobrand,3255.0,0.1,"Ketoprofeno 200mg 10 Comprimidos Medicamento con Receta Simple-Alivio de dolores leves a moderados de distinta etiología: traumatológicos, ginecológicos, reumatológicos, post-quirúrgicos."
paracetamol,Salcobrand,1490,0.05,"Mivit C Frutos Rojos 100 mg de 100 Comprimidos Masticables Composición: Cada comprimido contiene: Vitamina C 100 mg, 500 mg y 1000 mg. Indicaciones: Prevención y deficiencia marginal de vitamina C, especialmente en fumadores, usuarias de anti"
paracetamol,Salcobrand,14174,0.43,"Vantux max de 60 cápsulas Composición: Cada cápsula contiene: L-metionina; L-cisteína; Quelato de Zinc, Biotina, Pantoenato de Calcio. Excipientes c.s. Indicaciones: Complemento alimentario. Posología: Según prescripción m"
paracetamol,Salcobrand,6003,0.18,"Viadil Forte 10mg/ml Gotas 15ml VIADIL FORTE es un antiespasmódico destinado al tratamiento de aquellos síndromes viscerales, agudos o crónicos, cuyo principal componente es el espasmo de la musculatura lisa, a saber: Afecciones esp"
paracetamol,Salcobrand,7039,0.21,"Tapsin (B) 1g 20 Comprimidos Recubiertos Indicado para el rápido alivio del dolor de cabeza y de los estados febriles."
paracetamol,Salcobrand,13903,0.42,"Acotol (B) 28Com.Rec. Anticoncepción hormonal.Tratamiento del acné moderadamente severo, refractario a tratamiento local en mujeres en que la administración de... MODO DE USO : Trague el comprimido entero, con algo de l"
paracetamol,Salcobrand,6590,0.2,"Vitamin C Descripción: Suplemento alimentario en base a Vitamina C de 1000mg. Su acción antioxidante, colabora protegiendo a las células de nuestro organismo frente a la acción nociva de los radicales libres. F"
paracetamol,Salcobrand,2903,0.09,"Aspirina 500 Mg. 40 Tabletas Composición: Cada comprimido contiene: 500 mg de Acido Acetilsalicílico, Celulosa Microcristalina, Almidón de Maíz. Acción Terapéutica: Grupo fármaco-terapéutico: Sistema nervioso, otros analgésicos"
paracetamol,Salcobrand,2639,0.08,"Tapsin Compuesto Noche Limon x5 sobres ¿Para qué es el medicamento? "
paracetamol,Salcobrand,8183,0.25,"Xumadol 1g 20 Sobres Efervescentes Composición:  Cada sobre de granulado efervescente contiene: Paracetamol 1 g. Excipientes c.s.  Acción Terap&eacut"
paracetamol,Salcobrand,2639,0.08,"Tapsin Compuesto Dia Limón 6 Sobres  ¿Para qué es el medicamento? Para el alivio de los sintomas de la gripe y del resfrio comun."
paracetamol,Salcobrand,5399,0.16,"Termómetro Clínico Digital  Termómetro Clínico Digital es de punta flexible y resistente al agua, podrá tomar la temperatura de forma mas versátil y segura. Los Termómetros Digitales al cont"
paracetamol,Salcobrand,12099,0.37,"Bion3 Mini Con Vitaminas, Minerales Y Probióticos 30 dosis Bion3 Mini contiene Vitaminas, Minerales y una asociación exclusiva de Probióticos, Tri-Bion Harmonis, para fortalecer las defensas. Cada comprimido masticable contiene 8 Vitaminas, 3"
paracetamol,Salcobrand,1429,0.04,"Mentholatum Ungüento 12 Grs. Composición: Cada 100 g de ungüento contiene: Mentol 1.350 g, Alcanfor 9.000 g, Salicilato de Metilo 0.334 g, Aceite de Eucaliptus 0.083 g, Aceite de Pino 0.083 g. Acción Terapéutica: Descongestiona"
paracetamol,Salcobrand,2727,0.08,"Azitromicina (B) 500mg 6Com. Medicamento con Receta Simple-Antibioticos Orales Tratamiento de infecciones del tracto respiratorio superior e inferior, del tracto urinario, piel y tejidos blandos, causadas por microorganismos s"
paracetamol,Salcobrand,2111,0.06,"Predual 10 Comprimidos Se usa este analgésico para reducir las molestias premenstruales. Viene en comprimidos oblongos. Predual se emplea en cada ciclo, desde 2 a 5 días antes del comienzo de la menstruación y hasta la desa"
paracetamol,Salcobrand,16479,0.5,"Engystol 50 Comprimidos Sublingual Coadyuvante en el tratamiento de infecciones virales, tales como estados gripales. Indicación: Coadyuvante en el tratamiento de infecciones virales, tales como estados gripales. Advertencias: Si los s"
paracetamol,Salcobrand,2287,0.07,"Losartan (B) 50mg 30Com. Rec. Antihipertensivos Indicado en el tratamiento de la hipertensión. Reducción del riesgo de morbilidad y mortalidad cardiovascular en pacientes hipertensos con hipertrofia ventricular izquierda indicado"
paracetamol,Salcobrand,1671,0.05,"Migranol 10 Comprimidos Recubiertos Antijaquecoso"
paracetamol,Salcobrand,6687,0.2,"Celecoxib (B) 200mg. 10 Cápsulas ¿Para qué sirve este medicamento?  Tratamiento sintomático de la osteoartritis y de la artritis reumatoide. Alivio de los signos y s&iacu"
paracetamol,Salcobrand,14499,0.44,"Vitamin D3 Descripción: La vitamina D permite la absorción del calcio de los alimentos que comemos día a día. Esta vitamina es esencial para los huesos, dientes, sistema inmune y músculos. La exposición solar fa"
paracetamol,Salcobrand,6990,0.21,"Gesidol (B) 1g 20 Comprimidos Paracetamol 1 gramo por comprimido."
paracetamol,Salcobrand,4663,0.14,"Esomeprazol (B) 40mg 30 Comprimidos Medicamento con Receta Simple-Esomeprazol se utiliza en el Reflujo gastroesofágico (RGE): tratamiento de la esofagitis por reflujo erosiva; Tratamiento preventivo a largo plazo de reca&iacut"
paracetamol,Salcobrand,11099,0.34,"B-Complex Descripción: El B-Complex es un suplemento alimentario que combina 8 vitaminas del complejo B. Las vitaminas del complejo B contribuyen en la pa"
paracetamol,Salcobrand,6775,0.2,"Melatonina 3mg 30 Cápsulas ¿Para qué es el medicamento?  Se recomienda administrar el medicamento siempre a la misma hora para facilitar el ciclo circadiano. &nbsp"
paracetamol,Salcobrand,9503.0,0.29,"Despex 5 Mg. 30 Comprimidos Recubiertos "
ibuprofeno,Salcobrand,2023,0.06,"Ibuprofeno (B) 600mg 20Com. Para el tratamiento sintomático de estados dolorosos leves a moderados. Se indica su uso en casos de: - Tratamiento de los síntomas y sig..."
ibuprofeno,Salcobrand,1407,0.04,"Ibuprofeno (B) 400mg 20Com.Rec. Tratamiento sintomático de estados dolorosos leves a moderados y de la fiebre. Se emplea en condiciones dolorosas como dolores de espalda..."
ibuprofeno,Salcobrand,879,0.03,"Paracetamol (B) 500mg 16Com. Características del producto:  Composición: Comprimidos 80 mg: cada comprimido contiene: Para"
ibuprofeno,Salcobrand,990,0.03,"Kitadol 500 Mg. 24 Comprimidos Analgésico y Antipirético Adulto. Paracetamol 500 mg.  Indicaciones: Para el tratamiento sintomático de estados dolorosos y febriles, dolor de cabeza, de dientes, dolores mu"
ibuprofeno,Salcobrand,1143,0.03,"Ibuprofeno 200 Mg.  Analgésico. Antiinflamatorio no esteroidal.  Composición.  Cada comprimido contiene: ibuprofeno 200mg. Cada comprimido recubierto contiene: ibuprofeno 400mg o 600mg.  Presentación.  Envases con 20 co"
ibuprofeno,Salcobrand,3079,0.09,"Kitadol Duo Ibuprofeno Paracetamol 10 comprimidos ¿Para qué es el medicamento?  Tratamiento sintomático de corto plazo de dolor agudo, leve a moderado y reducción de la fiebre."
ibuprofeno,Salcobrand,3607,0.11,"Ibuprofeno 200mg 100ml  ¿Para qué es el medicamento?  Indicado para el tratamiento sintomático en procesos inflamatorios y dolorosos de tejidos blandos y m&uacut"
ibuprofeno,Salcobrand,2991,0.09,"Tapsin Limonada Noche 6 Sobres Para el alivio de los síntomas de la gripe y del resfrio común."
ibuprofeno,Salcobrand,4927,0.15,"Trio Val Dn 20Com. Tratamiento sistematico de la gripe y el resfrio"
ibuprofeno,Salcobrand,10049,0.3,"Test de Antigenos Covid- 19  Descripción:  "
ibuprofeno,Salcobrand,2815,0.09,"Tapsin Limonada Dia 6 Sobres Para el alivio de los síntomas de la gripe y del resfrio común."
ibuprofeno,Salcobrand,1319,0.04,"Paracetamol 100mg/ml Gotas 15ml Analgesicos, antipireticos"
ibuprofeno,Salcobrand,3871,0.12,"Tapsin Dn 12/6Com. Tratamiento sistemático de la gripe y el resfrió."
ibuprofeno,Salcobrand,3959.0,0.12,"Actron 400mg 10Cap.Blandas Tratamiento sintomático de estados dolorosos leves a moderados y de la fiebre. Se emplea en condiciones dolorosas como dolores de espalda..."
ibuprofeno,Salcobrand,527,0.02,"Tapsin Limonada Día 5 Grs. Registro ISP: F-10458/16 Composición: Cada sobre para preparar una taza de limónada en caliente contiene: Paracetamol 400 mg; Noscapina Clorhidrato 10 mg; Cafeína 33 mg; Vitamina C (como Ascorbato de"
ibuprofeno,Salcobrand,1319,0.04,"Loratadina 10 Mg. 30 Comprimidos Alivio sintomatico de la rinitis alergica estacional"
ibuprofeno,Salcobrand,8359,0.25,"Xumadol 1g. 20 Comprimidos Composición: Cada comprimido contiene: Paracetamol 1 g. Excipientes: Almidón Pregelatinizado, Povidona K-30, Ácido Esteárico, c.s. Acción Terapéutica: Analgésico, antipirético. Indicaciones: Tratam"
ibuprofeno,Salcobrand,2727,0.08,"Naproxeno (B) 550mg 10 Comprimidos ¿Para qué es este medicamento?  Como antiinflamatorio y analgesico en el tratamiento sintomatico cronico y agudo de inflamaciones musculoesquele"
